display_name,location_fixed_coefficient,location_variable_coefficient
"193, Columbia Avenue, Fairlawn, Pawtucket, Providence County, Rhode Island, 02860, United States",1e-09,1e-09
"150, South Main Street, College Hill, Providence, Providence County, Rhode Island, 02903, United States",1.999999993,1e-09
"71, Sheffield Road, Cranston, Providence County, Rhode Island, 02920, United States",1e-09,0.013315579226364846
"4, Howard Avenue, John O. Pastore Complex, Cranston, Providence County, Rhode Island, 02920, United States",1e-09,1e-09
"575, Centerville Road, Warwick, Kent County, Rhode Island, 02886, United States",3.0,1.25
"21, Alexander Drive, Narragansett, South County, Rhode Island, 02882, United States",1e-09,1e-09
"993, Oaklawn Avenue, Oaklawn, Cranston, Providence County, Rhode Island, 02920, United States",3.0,1e-09
"1110, Victory Highway, Coventry, Kent County, Rhode Island, 02827, United States",0.9672131147540983,0.004098360655737705
"568, Knotty Oak Road, Anthony, Coventry, Kent County, Rhode Island, 02816, United States",3.0,1e-09
"323, Maple Street, Hamlet, Woonsocket, Providence County, Rhode Island, 02895, United States",2.999999993,1e-09
"1017, Tiogue Avenue, Spring Lake, Tiogue, Coventry, Kent County, Rhode Island, 02816, United States",1e-09,0.0073664825036832415
"WebsterBank, 1215, Park Avenue, Cranston, Providence County, Rhode Island, 02910, United States",1e-09,1e-09
"Faith Fellowship AOG Community Church, 1395, Nooseneck Hill Road, Coventry, Kent County, Rhode Island, 02816, United States",3.0,0.24074074074074073
"30, Kossuth Street, Pawtucket, Providence County, Rhode Island, 02860, United States",1e-09,1e-09
"All Star Division of Extensions School of Dance, 1341, West Main Road, Middletown, Newport County, Rhode Island, 02842, United States",1e-09,1e-09
"15, Wheaton Street, Warren, Bristol County, Rhode Island, 02885, United States",1e-09,1e-09
"1080, Tiogue Avenue, Spring Lake, Coventry, Kent County, Rhode Island, 02816, United States",1.6534653465346534,0.049504950495049514
"144, Glen Ridge Road, Cranston, Providence County, Rhode Island, 02920, United States",1e-09,0.2857142856428571
"50, High Street, Rocky Brook, Wakefield, South Kingstown, South County, Rhode Island, 02879, United States",3.0,1e-09
"Seven Stars Bakery, 20, Newman Avenue, Rumford, East Providence, Providence County, Rhode Island, 02916, United States",3.0,1e-09
"511, Hope Street, Blackstone, Providence, Providence County, Rhode Island, 02906, United States",1e-09,1e-09
"1285, Hartford Avenue, Johnston, Providence County, Rhode Island, 02919, United States",1e-09,1e-09
"1341, Diamond Hill Road, Monastery Heights, Cumberland, Providence County, Rhode Island, 02864, United States",1e-09,0.008849557513274337
"1060, Tiogue Avenue, Spring Lake, Coventry, Kent County, Rhode Island, 02816, United States",1e-09,1e-09
"174, ""name""=>""Hill Street"", 02860, TIGER extrapolate/snap",1e-09,1e-09
"Creek Lane, Bristol, Bristol County, Rhode Island, 02809, United States",1e-09,0.2857142855714286
"34, Wood Street, Washington, Tiogue, Coventry, Kent County, Rhode Island, 02816, United States",1e-09,1e-09
"167, Ticonderoga Drive, Kettle Corner, Warwick, Kent County, Rhode Island, 02889, United States",1e-09,1e-09
"7, Davis Court, Newport, Newport County, Rhode Island, 02840, United States",1e-09,1e-09
"225, 227, Maple Street, Hamlet, Woonsocket, Providence County, Rhode Island, 02895, United States",1e-09,1e-09
"14, Foxcroft Avenue, Coles, Warwick, Kent County, Rhode Island, 02889, United States",1e-09,1e-09
"93, Stanwood Street, Providence, Providence County, Rhode Island, 02907, United States",1e-09,1e-09
"135, Old River Road, Lincoln, Providence County, Rhode Island, 02865, United States",0.999999993,1e-09
"1811, Warwick Avenue, Warwick, Kent County, Rhode Island, 02889, United States",1e-09,1e-09
"133, Delaine Street, Olneyville, Providence, Providence County, Rhode Island, 02909, United States",1e-09,1e-09
"Mt Pleasant opposite Old, 600, Mount Pleasant Avenue, Providence, Providence County, Rhode Island, 02908, United States",1e-09,0.32258064512903223
"141, Gano Street, Fox Point, Providence, Providence County, Rhode Island, 02906, United States",1e-09,1e-09
"15, Bedford Road, Pawtucket, Providence County, Rhode Island, 02860, United States",1e-09,1e-09
"2, Volturno Street, North Providence, Providence County, Rhode Island, 02904, United States",1e-09,1e-09
"186, Amaral Street, East Providence, Providence County, Rhode Island, 02915, United States",0.999999993,1e-09
"21, Midwood Street, Cranston, Providence County, Rhode Island, 02910, United States",1e-09,0.020833333326388887
"80, Hill Street, Pawtucket, Providence County, Rhode Island, 02860, United States",1e-09,1e-09
"Jackson Walkway, Downtown, Providence, Providence County, Rhode Island, 02902, United States",1e-09,1e-09
"128, Pond Street, Pawtucket, Providence County, Rhode Island, 02860, United States",1e-09,1e-09
"166, ""name""=>""Hill Street"", 02860, TIGER extrapolate/snap",1e-09,0.42857142842857143
"6, Mitchell Road, Narragansett, South County, Rhode Island, 02882, United States",1e-09,0.1428571427142857
"201, Hedly Street, Portsmouth, Newport County, Rhode Island, 02871, United States",1e-09,0.1428571427142857
"647, Weeden Street, Fairlawn, Pawtucket, Providence County, Rhode Island, 02860, United States",1e-09,1e-09
"75, Oxford Street, Providence, Providence County, Rhode Island, 02905, United States",1e-09,1e-09
"24, St Mary Street, Arctic, West Warwick, Kent County, Rhode Island, 02893, United States",1e-09,1e-09
"32, Foxcroft Avenue, Coles, Warwick, Kent County, Rhode Island, 02889, United States",1e-09,1e-09
